Product Name,Score,PS,Brand Name,Price
"5.5 inch Factory unlocked world wide Note III 3 -HD screen Phablet, IPS 720x1280 pixels Smartphone Cellphone+ S Pen stylus(Air Command) Ultra-thin Android 4.3 OS Google Play Store(Free leather Flip case and Two batteries)",2.0,1,E passion,59.95
"5.5"" Android Cellphone Unlocked Dual Sim Quad Core-JUNING Smartphone White",4.384615384615385,1,Juning,161.06
"5.5"" Cell Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Smartphone White",3.230769230769231,1,Juning,99.99
"5.5"" Cell Phones Unlocked 3G/GSM Dual Sim Android 5.1 Quad Core-JUNING Smartphone White",4.142857142857143,1,Juning,99.99
"5.5"" Cell Phones Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Smartphone White",1.0,1,Juning,99.99
"5.5"" Cell phones Dual Sim Unlocked Android 5.1 Quad Core-JUNING Smartphone Gold",2.5,1,Juning,99.99
"5.5"" Cellphone Dual Sim Unlocked Android 5.1 Quad Core-JUNING Smartphone White",2.5,1,Juning,99.99
"5.5"" Cellphone Unlocked Android 5.1 Quad Core Dual Sim-JUNING GSM/3G Cellphone Gold",1.0,1,Juning,99.99
"5.5"" HD Display Unlocked Android Smartphones 4G GSM USA Worldwide Dual Sim Quad Core - Plum Z550 - White",1.2,1,Plum,99.99
"5.5"" HD Display Unlocked Smartphones Android 4G GSM USA Worldwide Dual Sim Quad Core - Plum Z550 - Black",1.2,1,Plum,105.06
"5.5"" Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Cellphone Blue",3.230769230769231,1,Juning,99.99
"5.5"" Phones Dual Sim Unlocked Android 5.1 Quad Core-JUNING Cellphone Pink",2.5,1,Juning,99.99
"5.5"" Smartphone Dual Sim Unlocked Android 5.1 Quad Core-JUNING Cellphone Black",2.5,1,Juning,99.99
"5.5"" Unlocked Dual Sim Cellphone Android 5.1 MTK6580 Quad Core GSM Quadband-JUNING 3G Smartphones Black",1.0,1,Juning,99.99
"5.5"" Unlocked GSM Cell Phones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Smartphone Black",2.4615384615384617,1,Juning,99.99
"5.5"" Unlocked GSM Phones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Smartphone Gold",2.4615384615384617,1,Juning,72.99
"5.5"" Unlocked GSM Smartphones Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING 3G Cellphone White",2.4615384615384617,1,Juning,99.99
"5.5"" Unlocked Smartphone Dual Sim Quad Core-JUNING Android 5.1 Cellphone Black",3.16,1,Juning,99.99
5.5-inch Unlocked Black Lenovo A850 3g Smartphone-(960x540) Quad Core 4gb Mt6582m 1331mhz Android 4.2 Dual Camera +Dual SIM (Rooted + Google Play),4.666666666666667,2,Lenovo,500.0
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Black),3.111111111111111,1,Vkworld,88.99
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Green),3.111111111111111,1,Vkworld,88.99
5200mAh Long Standby Rugged Mobile Phone with Waterproof Shockproof Dustproof Unlocked Phone for Elderly People Adventurers Army Cellphone(Orange),3.3333333333333335,1,Vkworld,88.99
5530 XpressMusic Cell Phone w/ Games,4.0,1,Nokia,123.0
6.0 inch P9 Plus unlocked Smartphone Android 5.1 Quad Core 1.2GHz Dual SIM 5.0 Camera 512MB RAM 8GB ROM GSM cell phone(Black),1.5,1,Plus,74.59
"6.0"" Android 5.1 Phones Unlocked Dual Sim Quad Core GSM Quadband HD Display JUNING Smartphones Black",3.066666666666667,1,Juning,99.99
"6.0"" FWVGA Screen MTK6577 Dual Core 1.2GHz Android 4.0 3G Smart Phone N9776 (White)",2.891566265060241,1,Ulefone,69.99
6inch Android 5.1 Unlocked Cell Phone MTK6580 Quad Core 604.5~1300.0MHz RAM 512MB ROM 4GB Unlocked Smartphone 6 Inch (Black),2.75,1,Jiuhe,99.99
6inch Android 5.1 Unlocked Cell Phone MTK6580 Quad Core 604.5~1300.0MHz RAM 512MB ROM 4GB Unlocked Smartphone 6 Inch (Gold),2.7777777777777777,1,Jiuhe,99.99
"7''unlocked Dual Sim Card Slot ,Dual Camera, GSM Phone Call Tablet Android 4.1 Wifi with Free Two Batteries,leather Case, 4g Memory Card,era Phone,stylus Pen,sleeve Case.at&t,t-moble and Other Gsm Company(black)",2.0,1,E passion,59.99
7-inch Phablet Smart Phone + Tablet PC Android 4.0 Bluetooth WiFi Google Play Store Unlocked!,4.0,1,Indigi,139.95
7in Android 4.0 Smart Phone Tablet PC Bluetooth WiFi Google Play Store UNLOCKED!,4.0,1,Indigi,99.99
"AKUA AKUMOBEK40W01 4.0"" EK4 Smartphone - GSM Unlocked - White",5.0,1,Akua,149.98
ALCATEL Factory Unlocking Codes. This unlocking service provides IMEI unlock codes for all models of Alcatel mobile phones. Your device will be unlocked permanently and operate on any GSM network worldwide.,5.0,1,Alcatel,139.95
ALCATEL ONETOUCH POP™ C9 SMARTPHONE (Unlocked),3.0,1,Tcl mobile,33.0
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 4.7 HD IPS Display, 16GB (GSM - US Warranty)",4.201680672268908,2,Alcatel,292.98
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",4.051860202931229,1,Alcatel,129.0
"ALCATEL OneTouch Pixi 3 Global Unlocked 3G Smartphone, 4.5 Display, 5MP Camera (GSM - US Warranty)",4.366666666666666,1,Alcatel,33.0
"ALCATEL OneTouch Pixi 3 Global Unlocked 4G LTE Smartphone, 4.5 Display, 8GB (GSM - US Warranty)",3.9791666666666665,1,Alcatel,79.95
"ALCATEL OneTouch Pop 3 Global Unlocked 4G LTE Smartphone, 5.5 HD Display, 8GB (GSM - US Warranty)",3.3529411764705883,1,Alcatel,77.1
ARROWS X F-02e Docomo Unloked Japan,3.0,1,X,190.46
"ASUS ZENFONE 6 A601CG 6"" Android 4.3 16GB Dual-SIM Smartphone (Black) - International Version No Warranty",4.0754716981132075,2,Asus,273.78
"ASUS ZenFone 2 (ZE551ML) Unlocked Cellphone,5.5 inch 4GB RAM 32GB ROM Android 5.0 Smartphone.(Gray)",3.5294117647058822,1,Samsung,37.5
"ASUS ZenFone 2 Deluxe Special Edition, Unlocked Cellphone, 4GB RAM, 128GB (U.S. Warranty) (Discontinued by Manufacturer)",4.010752688172043,1,Asus,120.99
"ASUS ZenFone 2 Laser Unlocked Smartphone, 3GB RAM, 16GB Storage",4.277777777777778,1,Asus,189.0
"ASUS ZenFone 2 Laser Unlocked Smartphone, 3GB RAM, 32GB Storage",4.028248587570621,1,Asus,229.0
ASUS ZenFone 2 Laser ZE500KL 16GB 5-inch Dual-SIM LTE FACTORY UNLOCKED International Stock No Warranty (GOLD),3.5,1,Asus,169.0
ASUS ZenFone 2 Laser ZE550KL 2GB/16GB 5.5-inch 4G LTE Dual SIM Factory Unlocked International Stock No Warranty (Red),4.142857142857143,1,Asus,179.0
"ASUS ZenFone 2 Unlocked Cellphone , 64GB, Silver (U.S. Warranty)",3.2222222222222223,2,Asus,295.1
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",3.9571428571428573,1,Asus,189.99
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Illusion White (U.S. Warranty) Factory Unlocked Phone - Retail Packaging (Illusion White)",3.5,1,Asus,229.0
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Black (U.S. Warranty)",3.814595660749507,1,Asus,235.16
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)",4.061433447098976,1,Asus,225.0
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Red (U.S. Warranty)",3.4,1,Asus,83.98
ASUS ZenFone 2 ZE500CL 4G LTE Single-SIM Factory Unlocked International Stock No Warranty (2GB RAM/16GB ROM | GLAMOR RED) - International Version No Warranty,3.3333333333333335,1,Asus,184.98
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked (Dual-SIM | 2GB RAM/16GB ROM | OSMIUM BLACK) - International Version No Warranty,4.733333333333333,1,Asus,83.98
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked International Stock No Warranty (Dual-SIM | 2GB RAM/16GB ROM | CERAMIC WHITE) - International Version No Warranty,4.733333333333333,2,Asus,270.0
ASUS ZenFone 2 ZE551ML Dual SIM Factory Unlocked 4GB / 32GB 5.5-inch 4G LTE - International Stock No Warranty,4.0,1,Asus,174.99
ASUS ZenFone 2 ZE551ML Dual SIM Factory Unlocked 4GB / 32GB 5.5-inch 4G LTE - International Stock No Warranty (Gold),4.0,1,Asus,174.99
"ASUS ZenFone 3 Laser 5.5"" 2GB RAM 32GB storage, Dual SIM - Factory Unlocked Phone - Glacier Silver",3.608695652173913,1,Asus,199.0
ASUS ZenFone 3 ZE552KL 4GB / 64GB 5.5-inch 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (SHIMMER GOLD),4.613636363636363,2,Asus,351.09
ASUS ZenFone Go ZC500TG 16GB 5 Inch 8 MP Dual SIM Factory Unlocked - International Stock No Warranty (BLACK),3.5,1,Asus,129.0
"ASUS ZenFone Zoom Unlocked Cellphone, 64GB, Black (U.S. Warranty)",3.3,2,Asus,399.0
"ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty)",4.029197080291971,1,Asus,168.34
ASUS Zenfone 2 (ZE551ML) Android 5.0 Z3560 4GB RAM 32GB ROM Dual 4G Smartphone (Grey),5.0,1,Asus,229.99
ASUS Zenfone 6 16GB Dual SIM (Unlocked) A600CG 3G 6-inches Intel Z2580 2G RAM White - International Version No Warranty,4.0754716981132075,1,Asus,29.99
AT&T LG CU405 No Contract Push To Talk Quad Band GSM Global Cell Phone Black,1.0,1,Lg,64.95
AT&T LG Neon GT365BLS QWERTY Camera Phone,2.0,1,Lg,14.44
AT&T Motorola RAZR V3 No Contract Quad Band GSM Camera Cell Phone Pink,2.55,1,Motorola,26.99
AT&T Motorola RAZR V3xx No Contract Cell Phone 3G,3.7777777777777777,1,Motorola,179.1
AT&T Palm Pixi Plus No Contract Cell Phone 3G Smartphone,3.0,1,Palm,100.0
AT&T Pantech Ease P2020 No Contract GSM Cell Phone,3.8425925925925926,1,Pantech,21.0
AT&T R225 Prepaid GoPhone,4.230769230769231,1,Zte,24.95
AT&T Wireless 3G / 4G / LTE Micro SIM Card - Postpaid /Go Phone Prepaid - SKU 4681B Softcard SIM,3.6363636363636362,1,Att,2.29
AT&T ZTE Z222 Unlocked - Blue,4.181818181818182,1,Unassigned,20.86
"Acer Liquid Jade Z Andoid KitKat Unlocked Quad-Core 5"" IPS Smartphone - Retail Packaging - Charcoal Gray",1.5,1,Acer,129.99
Acer Liquid M220 Windows 8.1 Smartphone - Black,3.2,1,Acer,34.95
Acer Liquid Z410 Andoid KitKat Unlocked Quad-Core Smartphone - Retail Packaging - Brown,5.0,1,Acer,114.11
Acer Unlocked Dual Sim Smart Phone Liquid Z200,4.0,1,Acer,47.99
"Aeku M5, 1.0 Inch 4.5mm Ultra Thin Fashionable Mini Mobile Positioning Card Phone, Micro SIM (solid white)",5.0,1,Aeku,139.95
"Alcatel IDOL 4 S Unlocked 4G LTE Smartphone with VR Goggles and JBL Headset - 32GB - 5.5"" AMOLED Display - Dark Grey (U.S. Warranty)",4.454545454545454,2,Alcatel,399.99
"Alcatel One Touch Fierce 2, 4GB, 5"" Screen, Unlocked",3.670886075949367,1,Alcatel,118.99
Alcatel OneTouch Pop C1 4015T Unlocked Android 4GB 2MP - BULK PACKAGING (Black),3.0,1,Alcatel,32.99
"Alcatel PIXI 4 (6"") LTE unlocked smartphone 16 GB, Metallic Silver (U.S. Warranty)",4.0,1,Alcatel,149.99
Alcatel POP 4 PLUS Unlocked Phone - Metal Silver,4.0,1,Alcatel,79.99
Alcatel Sparq II 2 OT-875 Black Unlocked GSM 3G QWERTY,3.5,1,Alcatel,33.0
Alcatel Sparq II 875 T-Mobile Branded Cell Phone w/ Slide-out QWERTY Keyboard - Black (No Warranty),3.5517241379310347,1,Alcatel,33.0
Alltel LG AX390 AX-390 AX 390 SPECIAL FOR PAGE PLUS,3.0,1,Lg,38.95
"Amar black 7"" Phablet GSM Unlock Pc Tablet 4gb Android Dual Camera Wifi + Calling Option Black 7"" 2g GSM Android Capacitive Touchscreen Tablet Smartphone Unlocked / A13 1200 Mhz / Dual Camera",2.9411764705882355,1,Amar,65.0
Amazon Fire 32GB AT&T Smart Phone / No Contract Ready To Activate On Your AT&T Service,4.375,1,Amazon,84.86
"Android 5.1 Smartphone Unlocked 5.5"" Android 5.1 MTK6580 Quad Core Dual Sim Quadband-JUNING GSM/3G Cellphone Black",3.4285714285714284,1,Juning,57.67
"Android Phones - Lenovo S850 5.0"" Android 4.3 MTK6582 Quad Core 1.3GHz 1GB + 16GB 13.0MP Smartphone Pink",1.0,1,Odysseus,33.0
Android Recovery Software At Bugged.com,2.2,1,Digital snitch,118.0
"Android Star N7100 Unlocked 1.4 Ghz Dual Core 3g Smartphone with Wi-fi, Gps, Bluetooth, IPS Touch (White)",3.3448275862068964,1,Star,81.5
Android unlocked Smartphone Water/Shock/Dust Proof Smartphone Dual SIM GSM Gator 2 cell phone,2.0,1,Android,108.97
Andy A3.5EP Factory Unlocked Phone Yezz Wireless (Black),1.0,1,Yezz,83.89
Andy A3.5EP Factory Unlocked Phone Yezz Wireless (Green),1.0,1,Yezz,83.92
Andy A4.5 - Factory Unlocked Phone - Yezz Wireless (Black),4.5,1,Yezz,171.51
Andy A4.5 - Factory Unlocked Phone - Yezz Wireless (White),4.5,1,Yezz,171.51
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - Green,3.7655502392344498,1,Apple,33.0
Apple - Iphone 5c A1532 Verizon 16 GB Cell Phone - White,3.80794701986755,1,Apple,139.95
"Apple A1533 Unlocked iPhone 5S Smart Phone, 16 GB (White)",4.0,1,Apple,115.0
Apple Iphone 5 16gb Cricket - Black,1.5,1,Apple,209.0
Apple Iphone 5c A1532 Verizon 16 GB Cell Phone - Blue,3.7745098039215685,1,Apple,144.99
Apple Iphone 6s 16gb Space Gray T-mobile,5.0,1,Apple,81.58
Apple Smart Watch Sport 38mm - Stainless Steel/White (Certified Refurbished),4.266536964980545,2,Apple,269.99
Apple Watch (42MM) Stainless Steel Case with Black Classic Buckle,4.962962962962963,3,Apple,775.0
Apple Watch 38mm Stainless Steel Case w/ Black Sport Band,4.395061728395062,2,Apple,367.63
Apple Watch 42mm Stainless Steel Case w/ Black Classic Buckle,4.137254901960785,3,Apple,775.0
Apple Watch Sport 42mm Space Gray Aluminum Case with Black Band MJ3T2LL/A (Certified Refurbished),4.666666666666667,1,Apple,249.99
Apple iPad Pro ML0N2CL/A (128GB Wi-Fi Space Gray) (International Model no Warranty),2.0,1,Apple,188.45
Apple iPhone 2G 8GB (Black),3.2777777777777777,1,Apple,129.0
Apple iPhone 3G 8GB (Black) - AT&T,3.3205128205128207,1,Apple,24.6
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,3.3556231003039514,1,Apple,30.99
Apple iPhone 3GS 16GB (White) - AT&T,3.334384858044164,1,Apple,53.0
Apple iPhone 3GS 8GB Black Factory Unlocked / Not Jailbroken,3.5987780040733197,1,Apple,33.0
Apple iPhone 3GS A1303 16GB GSM Unlocked SmartPhone - Black,3.3567567567567567,1,Apple,39.0
"Apple iPhone 4 - 8GB, BLACK, Net 10 Ready, USE VERIZON'S NETWORK!",3.0,1,Apple,208.79
Apple iPhone 4 - GSM Unlocked Smartphone - Black - 8GB (Certified Refurbished),3.9411764705882355,1,Apple,41.25
Apple iPhone 4 16GB (A1332) - GSM Factory Unlocked - No Warranty (Black),2.1,1,Apple,208.79
Apple iPhone 4 16GB (Black) - AT&T,3.5774877650897228,1,Apple,208.79
Apple iPhone 4 16GB GSM Unlocked 1GHz Cortex-A8 SmartPhone w/ 5MP Camera - Black,4.076923076923077,1,Apple,79.99
Apple iPhone 4 32GB (Black) - AT&T,3.654320987654321,1,Apple,99.99
Apple iPhone 4 32GB (Black) - Verizon,3.6723300970873787,1,Apple,69.98
Apple iPhone 4 32GB (White) - Verizon,3.6,1,Apple,115.0
Apple iPhone 4 8GB - White - AT&T,3.4827586206896552,1,Apple,179.99
Apple iPhone 4 8GB Black - Cricket Wireless,2.4166666666666665,1,Apple,194.98
Apple iPhone 4 8GB Verizon CDMA Smartphone - Black,3.8333333333333335,1,Apple,92.0
"Apple iPhone 4 8GB, Unlocked (Black)",3.848101265822785,1,(black),122.0
"Apple iPhone 4 8GB, White, for Straight Talk, No Contract",3.8134328358208953,1,Apple,72.99
Apple iPhone 4 A1332 32GB Black (GSM Unlocked),3.4220779220779223,1,Apple,75.0
Apple iPhone 4 A1332 32GB White (GSM Unlocked),3.5524475524475525,1,Apple,138.97
Apple iPhone 4S 16GB (Black) - Locked to Sprint,3.58,1,Apple,53.0
Apple iPhone 4S 16GB (Black) - Verizon,3.594372801875733,1,Apple,224.77
Apple iPhone 4S 16GB Black or white (Factory Unlocked) GSM SMART PHONE (A++ QUALILY) WITH 30 DAYS WARRANTY,4.666666666666667,1,Apple,224.77
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),3.3908045977011496,1,Apple,129.99
Apple iPhone 4S 16GB Unlocked GSM Smartphone - White,3.3333333333333335,1,Apple,189.98
Apple iPhone 4S 32GB (Black) - AT&T,3.949685534591195,1,Apple,209.48
Apple iPhone 4S 32GB (Black) Unlocked - Verizon,3.6065573770491803,1,Apple,199.0
Apple iPhone 4S 32GB (White) - AT&T,3.9166666666666665,2,Apple,279.95
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black,3.664804469273743,1,Apple,208.0
Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - White,3.52,1,Apple,155.0
Apple iPhone 4S 64GB (Black) - Verizon,4.3088235294117645,1,Apple,114.0
Apple iPhone 4S 64GB (White) - Factory Unlocked,3.8947368421052633,1,Apple,234.19
Apple iPhone 4S 64GB (White) - Sprint,4.6923076923076925,1,Apple,112.24
Apple iPhone 4S 64GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - Black,4.827586206896552,1,Apple,114.95
Apple iPhone 4S 8GB Factory Unlocked GSM Cell Phone With Siri & iCloud - White,3.0,1,Apple,124.77
Apple iPhone 4s - 8GB - White (U.S. Cellular) Smartphone Clean ESN,3.6666666666666665,2,Apple,349.99
Apple iPhone 4s 16GB Factory Unlocked GSM World Smartphone w/ Siri and iCloud - White,3.955056179775281,1,World,224.77
"Apple iPhone 4s 16GB Unlocked GSM Smartphone w/ Siri, iCloud, and 8MP Camera - Black",4.375,1,Apple,199.0
Apple iPhone 4s 16GB White -Cricket,2.0,1,Apple,195.49
"Apple iPhone 4s 8GB Unlocked GSM Smartphone w/ Siri, iCloud and 8MP Camera - Black",3.942982456140351,1,Apple,115.0
Apple iPhone 5 16GB (Black) - T-Mobile,3.7401574803149606,1,Apple,209.0
Apple iPhone 5 16GB (White) - T-Mobile,3.748344370860927,1,Apple,136.99
Apple iPhone 5 16GB - Unlocked - Black (Certified Refurbished),2.769230769230769,1,Apple,124.0
Apple iPhone 5 16GB - Unlocked - White (Certified Refurbished),2.9583333333333335,1,Apple,179.99
Apple iPhone 5 16GB 4G LTE Global White - Sprint,3.0277777777777777,1,Global,209.0
Apple iPhone 5 16GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),4.0,1,Apple,179.99
Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - Black.,3.6839080459770117,1,Apple,124.95
Apple iPhone 5 16GB Verizon Wireless CDMA 4G LTE Cell Phone - White,3.713091922005571,1,Apple,239.95
Apple iPhone 5 32GB (White) - Verizon Wireless,3.606741573033708,1,Apple,239.95
Apple iPhone 5 32GB Factory Unlocked GSM Cell Phone - Black (Certified Refurbished),3.09471766848816,1,Apple,179.99
Apple iPhone 5 64GB (Black) - AT&T,3.91044776119403,1,Apple,122.0
Apple iPhone 5 64GB (White) - AT&T,3.9384615384615387,2,Apple,314.95
Apple iPhone 5 64GB (White) - Sprint,3.6,1,Apple,199.99
Apple iPhone 5 64GB (White) - Verizon Wireless,3.7925925925925927,1,Apple,139.95
Apple iPhone 5 64GB Unlocked GSM Cell Phone w/ 8MP Camera - Black,5.0,1,Apple,139.95
"Apple iPhone 5 Cellphone, 16GB, Black (AT&T)",3.72787610619469,1,Apple,139.95
"Apple iPhone 5 Unlocked Cellphone, 16GB, Black",3.4,1,Apple,225.0
"Apple iPhone 5 Unlocked Cellphone, 32GB, White",3.8157894736842106,2,Apple,265.0
"Apple iPhone 5 Unlocked Cellphone, 64GB, Black",3.837962962962963,2,Apple,309.0
"Apple iPhone 5 Unlocked Cellphone, 64GB, White",3.7650862068965516,2,Apple,314.95
"Apple iPhone 5, White 16GB (GSM Unlocked)",3.4,1,Apple,225.0
Apple iPhone 5C 16GB GSM Unlocked 4G LTE Cell Phone - Green,3.5765765765765765,1,Apple,138.97
Apple iPhone 5C 16GB White - Unlocked Cell Phones,4.041970802919708,1,Apple,135.0
Apple iPhone 5C 32GB Factory Unlocked GSM Cell Phone - Blue,4.4375,2,Apple,274.95
Apple iPhone 5C A1532 Verizon Wireless 16 GB Cell Phone - Pink,3.7288135593220337,1,Wireless,39.99
Apple iPhone 5C Green 16GB Unlocked GSM Smartphone (Certified Refurbished),3.0,1,Apple,239.0
Apple iPhone 5C Yellow 16GB Unlocked GSM Smartphone (Certified Refurbished),2.7,1,Apple,189.99
Apple iPhone 5S 16GB Factory Unlocked GSM Cell Phone - Silver/White,4.07488986784141,2,Apple,265.0
Apple iPhone 5S 16GB Gold GSM Unlocked (Certified Refurbished),3.1,1,Apple,225.0
Apple iPhone 5S 16GB Silver GSM Unlocked (Certified Refurbished),3.1,1,Certified refurbished,215.0
Apple iPhone 5S 16GB Silver LTE Cellular Straight Talk MN6T2LL/A,3.577777777777778,1,Apple,189.99
Apple iPhone 5S 64GB (Space Gray) Factory Unlocked GSM,3.6153846153846154,1,Apple,29.99
"Apple iPhone 5S Space Gray 32GB Unlocked GSM Smartphone, Space Gray (Certified Refurbished)",3.3035714285714284,2,Apple,349.0
Apple iPhone 5c 16GB (Blue) - Sprint,3.5242165242165244,1,Apple,122.89
Apple iPhone 5c 16GB (Green) - AT&T,3.9813242784380307,3,Apple,648.0
Apple iPhone 5c 16GB (Green) - Sprint,3.518617021276596,3,Apple,605.0
Apple iPhone 5c 16GB (Pink) - AT&T,3.8473282442748094,2,Apple,519.0
Apple iPhone 5c 16GB (White) - Sprint,3.480132450331126,2,Apple,368.45
Apple iPhone 5c 16GB (Yellow) - AT&T,3.8758782201405153,1,Apple,248.0
Apple iPhone 5c 16GB (Yellow) - Unlocked,3.4,1,Apple,139.99
Apple iPhone 5c 16GB GSM Pink - T-Mobile,3.682926829268293,1,Apple,138.35
Apple iPhone 5c 32GB (Blue) - AT&T,3.9782135076252723,2,Apple,274.95
Apple iPhone 5c 32GB (Blue) - Verizon Wireless,3.745721271393643,1,Apple,103.94
Apple iPhone 5c 32GB (Green) - Sprint,3.462025316455696,1,Apple,133.89
Apple iPhone 5c 32GB (Green) - Unlocked,3.4,2,Apple,279.95
Apple iPhone 5c 32GB (Green) - Verizon Wireless,3.78698224852071,1,Apple,199.0
Apple iPhone 5c 32GB (Pink) - AT&T,3.9693654266958425,3,Apple,540.0
Apple iPhone 5c 32GB (Pink) - Verizon Wireless,3.742296918767507,1,Apple,159.99
Apple iPhone 5c 32GB (White) - AT&T,4.016155088852988,2,Apple,279.95
Apple iPhone 5c 32GB (White) - Sprint,3.440993788819876,1,Apple,235.16
